Dates,AAPL_HIGH,AAPL_LOW,AAPL_OPEN,AAPL_LAST,AAPL_IV1st_90%,AAPL_IV1st_95%,AAPL_IV1st_97.5%,AAPL_IV1st_100%,AAPL_IV1st_102.5%,AAPL_IV1st_105%,AAPL_IV1st_110%,AAPL_IV2nd_90%,AAPL_IV2nd_95%,AAPL_IV2nd_97.5%,AAPL_IV2nd_100%,AAPL_IV2nd_102.5%,AAPL_IV2nd_105%,AAPL_IV2nd_110%,AAPL_IV1m_90%,AAPL_IV1m_95%,AAPL_IV1m_97.5%,AAPL_IV1m_100%,AAPL_IV1m_102.5%,AAPL_IV1m_105%,AAPL_IV1m_110%,AAPL_IV2m_90%,AAPL_IV2m_95%,AAPL_IV2m_97.5%,AAPL_IV2m_100%,AAPL_IV2m_102.5%,AAPL_IV2m_105%,AAPL_IV2m_110%,AAPL_IV3m_90%,AAPL_IV3m_95%,AAPL_IV3m_97.5%,AAPL_IV3m_100%,AAPL_IV3m_102.5%,AAPL_IV3m_105%,AAPL_IV3m_110%
21/12/2018,39.54,37.408,39.215,37.683,59.4926,50.8181,46.5541,43.7303,41.6478,39.6405,39.2064,49.0007,45.3052,43.5088,41.9562,40.9591,39.6779,38.0612,47.8746,44.4469,42.813,41.3798,40.4843,39.2808,37.6637,44.9879,43.01,42.1641,41.3922,40.7652,40.0845,38.9227,41.9423,40.2275,39.5364,38.9321,38.3799,37.8026,36.8872
24/12/2018,37.888,36.648,37.038,36.708,55.3736,50.853,49.3639,46.8555,45.2537,44.0804,43.2147,49.84,47.7599,46.5484,45.3736,44.2906,43.2933,42.014,52.2291,48.5245,46.9797,44.9255,43.6028,42.6004,41.4422,48.3216,46.0775,45.0375,44.0393,43.0647,42.1334,41.2696,44.9682,42.8452,42.0872,41.3574,40.5864,39.9084,39.3625
26/12/2018,39.308,36.68,37.075,39.293,45.9609,41.8844,40.3021,39.4716,38.2682,37.1983,35.8756,44.3505,42.2293,41.3208,40.6564,40.0779,39.0501,37.7263,44.447,41.3285,39.9739,39.2531,38.2437,37.1743,35.8227,42.5737,40.6866,39.8315,39.1822,38.6565,37.8268,36.6557,39.7807,38.2723,37.5322,36.9552,36.528,35.916,34.9753
27/12/2018,39.193,37.518,38.96,39.038,48.3015,44.2157,42.4734,40.9384,39.4603,38.0392,36.2974,45.8464,43.6753,42.6214,41.7593,40.9743,40.056,38.6219,47.2385,43.8912,42.4821,41.3565,39.7417,38.7652,37.1442,43.6714,41.6796,40.7726,39.9572,39.2999,38.5171,37.2618,40.5345,38.876,38.1818,37.517,36.9601,36.365,35.3413
28/12/2018,39.63,38.638,39.375,39.058,46.0741,42.4898,40.8873,39.1844,37.3502,36.1377,34.5047,44.5702,42.5748,41.6683,40.8053,39.8013,38.8355,37.4441,45.8192,42.9629,41.7592,40.4125,38.9677,38.0154,36.601,42.3072,40.5153,39.7039,38.9007,37.9586,37.1661,36.025,39.4553,37.9299,37.249,36.5696,35.7611,35.1638,34.2403
31/12/2018,39.84,39.12,39.633,39.435,44.7704,40.827,39.0947,37.706,36.4347,35.199,33.9362,43.4391,41.4719,40.4997,39.5461,38.6258,37.7882,36.5177,45.8534,43.106,41.9671,40.9763,39.9163,38.922,37.5927,41.2026,39.4315,38.555,37.7232,36.9503,36.2189,35.0291,38.1623,36.6767,35.977,35.3399,34.7411,34.1247,33.1179
2/1/2019,39.713,38.558,38.723,39.48,43.1304,38.8693,37.0171,35.4994,34.1136,32.9741,32.2916,41.9814,39.9195,39.0237,38.0601,37.0907,36.186,34.816,42.2483,41.6062,41.1436,39.8785,38.8103,37.6627,33.8563,39.8561,38.0575,37.261,36.404,35.5556,34.7912,33.6176,37.2231,35.612,34.99,34.3195,33.6551,33.0645,32.1232
3/1/2019,36.43,35.5,35.995,35.548,49.8527,45.5948,43.7191,41.9257,40.3551,38.5964,36.6299,44.8478,42.7807,41.6967,40.5401,39.4199,38.5264,37.0366,47.4147,44.7823,43.6944,42.572,41.7735,40.4776,38.7141,42.0709,40.0845,39.5153,38.9295,38.182,37.6303,35.5629,39.4633,37.9645,37.2963,36.5129,35.7606,35.2877,34.0341
4/1/2019,37.137,35.95,36.133,37.065,40.8267,36.6497,34.85,33.5255,31.7338,30.4234,30.2335,39.1912,37.195,36.3508,35.2673,34.295,33.5149,32.1235,40.9569,38.6039,37.3439,36.2583,35.1692,34.1625,32.761,37.1833,35.3816,34.4977,33.7001,32.8338,32.0631,30.9077,35.207,33.7388,33.0081,32.3367,31.7035,31.1101,30.1781
7/1/2019,37.208,36.475,37.175,36.983,41.0861,37.0896,35.5721,34.1251,32.8487,31.7862,33.2192,39.1255,37.0648,36.1443,35.1743,34.2569,33.442,32.3316,40.4115,38.1251,37.0617,35.97,34.9347,34.0567,32.9224,36.6105,34.9389,34.1344,33.3956,32.6387,31.8609,30.8055,34.6521,33.1661,32.4823,31.8987,31.3338,30.7639,29.7892
8/1/2019,37.955,37.13,37.39,37.688,39.7044,35.6202,34.0588,32.7644,31.8519,31.3955,34.473,37.4529,35.6377,34.8223,34.0057,33.2778,32.4453,31.3137,38.6006,36.519,35.4328,34.5193,33.4872,32.7745,31.8011,34.8912,33.336,32.6908,32.0332,31.3464,30.6742,29.7081,33.0767,31.8425,31.244,30.6677,30.1714,29.6864,28.7558
9/1/2019,38.633,37.408,37.823,38.328,39.7309,34.426,32.7708,31.4028,30.3874,30.4506,35.212,36.8825,34.9066,33.9108,32.9608,32.1044,31.368,30.4515,37.7438,35.5835,34.627,33.6207,32.4969,31.6553,30.839,34.1831,32.493,31.8539,31.0879,30.3913,29.7603,28.8128,32.3428,30.9687,30.3781,29.8089,29.2952,28.8067,27.9051
10/1/2019,38.493,37.715,38.125,38.45,39.8285,33.5642,31.4809,29.8702,28.7327,28.4418,33.4392,37.0564,34.8136,33.8425,32.993,32.1085,31.2606,30.1279,37.7726,35.4041,34.379,33.4367,32.3634,31.4916,30.4204,34.2061,32.6577,31.9218,31.0975,30.3707,29.7197,28.6686,32.4326,31.129,30.4445,29.9008,29.355,28.821,27.9315
11/1/2019,38.425,37.878,38.22,38.073,37.7084,31.2851,28.8978,27.3868,25.9856,26.1546,33.4369,36.1115,33.9295,32.9256,32.0407,31.2298,30.3783,29.4438,36.7646,34.4625,33.4433,32.4418,31.4606,30.6054,29.6161,32.9683,31.3069,30.6755,29.9757,29.2645,28.6437,27.692,31.1538,29.7855,29.2289,28.6772,28.1326,27.6236,26.7191
14/1/2019,37.818,37.305,37.713,37.5,46.2911,36.4483,33.0799,30.8222,29.4937,30.7241,40.0971,36.3685,34.1473,33.2159,32.3284,31.5423,30.7714,29.8728,36.5503,34.3057,33.374,32.4286,31.6211,30.8385,29.96,32.6455,31.2006,30.4496,29.807,29.1617,28.5769,27.6352,30.8161,29.5989,29.0618,28.5215,27.9499,27.4569,26.6938
15/1/2019,38.348,37.513,37.568,38.268,47.3949,34.2297,30.1883,27.8484,27.3512,29.9992,42.7226,34.6942,32.4806,31.5522,30.8261,29.9874,29.0338,28.3405,34.6942,32.4806,31.5522,30.8261,29.9874,29.0338,28.3405,31.0859,29.4952,28.8565,28.1739,27.5456,26.9849,26.0298,29.4378,28.1499,27.6248,27.1309,26.6312,26.1189,25.2481
16/1/2019,38.97,38.25,38.27,38.735,57.9083,41.2125,34.4929,29.4025,29.5087,34.1057,52.2772,34.5073,32.2828,31.3748,30.5005,29.6097,28.8232,27.9533,34.2336,32.0567,31.1607,30.3032,29.4191,28.6451,27.7862,30.7253,29.1988,28.5839,28.0348,27.2043,26.5603,25.7418,29.0032,27.7669,27.2903,26.93,26.2613,25.7069,24.8864
17/1/2019,39.415,38.315,38.55,38.965,56.5648,37.1428,33.3997,29.2991,35.068,45.9032,70.9215,34.6486,32.4225,31.4139,30.4462,29.7213,28.9557,28.4739,34.0718,31.8962,30.9613,30.0745,29.2886,28.5598,28.0124,30.5283,29.0176,28.3498,27.6625,26.8943,26.3599,25.6589,28.9271,27.6348,27.1798,26.7247,26.0506,25.616,24.8573
18/1/2019,39.47,38.995,39.375,39.205,36.3869,27.7123,24.5574,22.3472,21.0232,21.4387,29.7289,35.06,32.6558,31.6285,30.6505,29.7784,29.0152,28.3624,34.1667,31.857,30.8697,30.0228,29.1534,28.3442,27.6086,30.5409,28.925,28.2923,27.6362,26.8462,26.3265,25.4824,28.8861,27.6267,27.1287,26.6099,26.0532,25.597,24.7564
22/1/2019,39.183,38.155,39.103,38.325,39.9522,37.4376,36.3805,35.2502,34.1334,33.1518,31.8845,34.0083,32.2761,31.5843,30.6628,29.7705,29.0127,27.9943,37.1803,34.9998,34.1214,33.1041,32.2532,31.1918,29.9072,33.2006,31.5637,30.915,30.0851,29.2727,28.5632,27.5629,31.1255,29.769,29.2376,28.6457,28.0427,27.4661,26.5342
23/1/2019,38.785,37.925,38.538,38.48,39.7771,37.1376,36.0077,35.1284,33.8851,32.8927,31.5143,33.6673,31.8896,31.2034,30.2949,29.4514,28.6966,27.58,37.0701,34.6317,33.9244,33.2529,32.2927,30.9182,29.5706,32.8292,31.1884,30.5119,29.7224,28.9704,28.2864,27.2177,31.0177,29.7013,29.0644,28.535,27.9885,27.4647,26.5123
24/1/2019,38.62,37.935,38.528,38.175,39.4354,36.9998,35.9805,34.9454,34.079,32.9528,31.5346,33.2248,31.5945,30.841,30.0636,29.2858,28.5349,27.4287,36.0871,34.0468,33.1595,32.2567,31.344,30.4835,29.2308,32.3099,30.8377,30.1437,29.4367,28.7274,28.0324,26.9759,30.6411,29.481,28.9071,28.3387,27.7683,27.1958,26.2622
25/1/2019,39.533,38.58,38.87,39.44,37.6192,34.9951,33.923,32.7868,32.1392,31.0297,30.0032,31.5731,29.7467,28.9591,28.2583,27.5959,26.946,26.1608,34.1826,31.9487,31.0065,30.0293,29.4534,28.544,27.6792,30.6277,29.0021,28.3157,27.7034,27.1072,26.4914,25.6266,29.1511,27.8934,27.3711,26.909,26.4336,25.8918,24.9507
28/1/2019,39.083,38.415,38.948,39.075,42.6046,39.886,38.8027,37.918,37.0566,35.9948,35.0349,33.7985,31.8321,31.1018,30.4766,29.6585,29.056,28.2237,36.6981,34.4003,33.4368,32.6772,31.9051,31.0654,30.1801,32.1986,30.6036,29.9783,29.428,28.7425,28.1671,27.2545,30.4167,29.253,28.7442,28.2739,27.7522,27.2364,26.3154
29/1/2019,39.533,38.528,39.063,38.67,44.3889,41.9906,41.2578,40.5291,39.4653,37.9648,36.5035,34.6205,32.8231,32.1947,31.4155,30.7034,29.9684,28.9362,37.8947,35.8888,35.174,34.3267,33.311,32.4368,31.3553,32.7132,31.2758,30.7467,30.0376,29.3843,28.7308,27.8107,30.8411,29.7541,29.3071,28.7026,28.1523,27.6125,26.7976
30/1/2019,41.538,40.058,40.813,41.313,32.294,27.7969,26.3409,25.0096,23.9116,23.2761,25.1902,27.9528,25.7025,24.7479,23.8839,23.0556,22.4001,22.077,29.0957,26.1367,24.9807,23.9966,23.0079,22.4239,22.5906,27.1421,25.3343,24.5481,23.8178,23.1004,22.4503,21.8296,26.7778,25.4227,24.7984,24.194,23.5997,23.0231,22.1996
31/1/2019,42.25,41.14,41.528,41.61,31.5743,26.4651,25.0215,23.8931,22.9665,22.5935,25.3745,27.613,25.4203,24.5423,23.7774,23.0891,22.4885,22.256,28.5839,25.5298,24.4635,23.55,22.8502,22.2109,22.4964,27.1302,25.3545,24.6139,23.8816,23.2534,22.6838,22.1371,27.0385,25.6775,25.0811,24.5063,23.939,23.3716,22.7272
1/2/2019,42.245,41.483,41.74,41.63,31.506,25.6493,23.9356,22.7405,21.866,21.883,25.8254,26.885,24.586,23.6995,22.9611,22.3433,21.8243,21.8826,27.8994,24.6001,23.4745,22.6759,22.0392,21.634,22.2228,26.2447,24.4917,23.8537,23.2135,22.7108,22.2666,21.7535,26.2337,24.9477,24.3973,23.9016,23.4218,22.9999,22.3442
4/2/2019,42.914,41.82,41.853,42.813,32.9329,25.6605,23.9602,22.9824,22.6202,23.5501,28.752,26.8547,24.4104,23.5716,22.8804,22.2318,21.9332,22.235,27.6454,24.4386,23.4478,22.6518,22.1119,21.8987,22.8193,25.9394,24.2599,23.5845,23.0427,22.403,21.9898,21.6772,26.0851,24.7975,24.2759,23.7919,23.2053,22.7872,22.2855
5/2/2019,43.77,43.088,43.215,43.545,33.4823,25.7713,24.0683,23.1349,23.0966,24.4172,29.474,25.7048,23.4249,22.705,21.9721,21.6095,21.4685,22.1454,26.5485,23.6171,22.7492,22.0006,21.6477,21.5732,22.8662,25.2106,23.6739,23.0844,22.5115,22.018,21.6667,21.4883,25.6133,24.4908,23.9925,23.4862,23.0421,22.6607,22.2034
6/2/2019,43.893,43.213,43.663,43.56,34.8869,25.4378,23.0765,22.3109,22.5365,24.0801,29.6931,25.6711,23.2883,22.6292,22.0206,21.7033,21.625,22.4984,26.4259,23.3176,22.4226,21.9478,21.634,21.5579,22.9794,25.4659,23.8999,23.3109,22.886,22.4535,22.1003,21.9272,26.0992,24.9116,24.4377,24.0458,23.6026,23.2204,22.8098
7/2/2019,43.485,42.585,43.1,42.735,36.5128,27.6415,25.1345,23.8874,23.3538,24.7057,29.718,26.939,24.4035,23.498,22.7472,22.1616,21.9298,22.4911,27.7681,24.6049,23.5398,22.7529,22.1936,22.0479,23.1437,26.1597,24.5901,23.9832,23.4766,22.9961,22.5532,22.1869,26.4275,25.2863,24.8183,24.372,23.9282,23.5411,23.0659
8/2/2019,42.665,42.105,42.248,42.603,36.9421,27.3024,24.1627,22.7894,22.1486,23.3208,29.6785,27.3251,24.6708,23.7692,23.1746,22.4605,22.0572,22.3761,28.1242,24.8944,23.7698,23.2103,22.4542,22.0567,22.6905,26.4884,24.8314,24.1125,23.78,23.1959,22.6967,22.1975,26.6794,25.4611,24.9357,24.5987,24.1524,23.7354,23.1523
11/2/2019,42.803,42.313,42.763,42.358,44.2255,32.0568,27.8737,26.235,25.7167,27.407,38.1494,27.815,24.7917,23.7765,23.0423,22.4675,22.1159,22.6032,28.3065,24.9254,23.8252,23.0543,22.4557,22.1093,22.902,26.4509,24.7916,24.0482,23.6474,23.0531,22.5874,22.1124,26.6594,25.4479,24.8771,24.5439,24.0667,23.6686,23.1359
12/2/2019,42.75,42.425,42.525,42.723,48.1986,31.7639,26.1335,23.2369,23.2688,27.5006,40.5072,27.011,23.8189,22.7465,21.9484,21.4644,21.2654,22.2987,27.321,23.8334,22.6958,21.8931,21.4346,21.2476,22.5534,25.696,24.0534,23.3864,22.8426,22.3991,22.02,21.629,26.2315,25.0709,24.5709,24.1432,23.728,23.3856,22.8535
13/2/2019,43.12,42.48,42.848,42.545,51.2539,37.6196,28.7855,24.3358,26.0831,30.7392,37.9653,27.2038,24.04,22.9234,22.0774,21.5572,21.4199,22.4954,27.4298,24.0661,22.9023,22.0363,21.528,21.3933,22.663,25.9311,24.262,23.5839,23.0821,22.6248,22.1749,21.7943,26.5023,25.3267,24.8371,24.4395,23.9805,23.5897,23.0757
14/2/2019,42.815,42.345,42.428,42.7,52.1988,32.5665,24.2579,22.015,27.1061,39.2282,41.124,27.2265,23.8185,22.6975,21.8414,21.2437,21.1674,22.209,27.3306,23.8206,22.6665,21.7925,21.2028,21.1293,22.251,25.7929,24.0811,23.4222,22.8326,22.344,21.8865,21.5308,26.3369,25.1326,24.6226,24.1931,23.7691,23.3944,22.8699
15/2/2019,42.925,42.438,42.813,42.605,34.1962,23.9565,19.8628,17.6973,17.36,19.3537,27.6548,26.5642,22.8873,21.6448,20.7497,20.0893,19.9748,21.0938,26.5642,22.8873,21.6448,20.7497,20.0893,19.9748,21.0938,24.9337,23.155,22.4495,21.8493,21.3662,20.9169,20.5753,25.6282,24.3899,23.8718,23.4281,22.965,22.5607,22.1197
19/2/2019,42.86,42.373,42.428,42.733,26.3953,22.2996,21.0328,20.2217,19.6825,19.4742,20.7778,24.1753,22.4629,21.7649,21.1388,20.8381,20.297,19.8682,25.7329,22.2453,21.1377,20.3331,19.8678,19.4913,20.3992,24.2949,22.6118,21.9249,21.3108,21.0027,20.4716,20.0348,26.3758,25.1946,24.6903,24.2727,23.8401,23.473,22.9013
20/2/2019,43.33,42.748,42.798,43.008,26.1356,22.0937,20.9378,19.9481,19.2895,19.1049,20.6776,23.8727,22.2551,21.566,20.9678,20.4663,19.9125,19.4688,25.284,22.0494,21.0268,20.1773,19.5019,19.1861,20.1029,24.1209,22.5537,21.885,21.2995,20.7945,20.2519,19.8001,26.1542,24.9997,24.5035,24.023,23.4882,23.0345,22.5146
21/2/2019,43.093,42.575,42.95,42.765,26.5275,22.3248,21.1879,20.2475,19.4619,19.3082,20.9727,24.3573,22.6427,21.9841,21.362,20.8247,20.3009,19.8796,25.6407,22.3753,21.3607,20.5813,19.8249,19.4388,20.2135,24.6754,23.0432,22.405,21.8086,21.2753,20.7658,20.3292,26.3308,25.1411,24.6204,24.1561,23.6509,23.2146,22.6901
22/2/2019,43.25,42.845,42.895,43.243,26.0652,21.1998,19.865,18.8388,18.1006,18.0775,20.4661,23.775,21.911,21.1964,20.5781,19.9651,19.3796,18.8727,25.0358,21.3252,20.2248,19.3521,18.6315,18.4183,19.4711,24.2184,22.499,21.8177,21.209,20.6152,20.0636,19.536,25.8518,24.6741,24.1334,23.5767,23.06,22.6266,22.0038
25/2/2019,43.968,43.488,43.54,43.558,27.1617,21.8024,20.2413,19.1381,18.4713,18.5711,21.6378,23.4665,21.5727,20.8703,20.2455,19.6543,19.0644,18.8035,24.9643,21.5481,20.4883,19.6914,19.0138,18.6558,19.5691,24.2381,22.5806,21.9241,21.3137,20.7622,20.2284,19.8153,25.5005,24.3119,23.7995,23.1956,22.7154,22.2895,21.6232
26/2/2019,43.825,43.293,43.428,43.583,27.6551,21.5442,19.7965,18.7262,18.1296,18.2699,21.7484,23.4084,21.3762,20.6629,20.042,19.4307,18.8896,18.5919,24.896,21.3047,20.1516,19.4539,18.756,18.378,19.4402,24.252,22.5052,21.8583,21.284,20.7297,20.2244,19.7787,25.3243,24.0845,23.5844,23.0725,22.606,22.1669,21.5224
27/2/2019,43.75,43.183,43.303,43.718,28.0062,21.5409,19.6748,18.8337,18.0548,18.009,21.2789,23.2845,21.173,20.4054,19.9749,19.3142,18.6895,18.4312,25.087,21.3914,20.2402,19.5311,18.9073,18.4186,19.0994,24.162,22.4009,21.7209,21.3106,20.72,20.1418,19.6971,25.0222,23.8002,23.2553,22.877,22.3563,21.8803,21.21
28/2/2019,43.728,43.23,43.58,43.288,29.2686,22.9107,21.0206,19.6301,18.5844,18.597,22.0052,23.7788,21.695,20.9792,20.244,19.5315,18.9445,18.5497,25.5843,22.0262,20.8961,19.9503,19.194,18.7527,19.3167,24.6395,22.945,22.2772,21.6252,21.0116,20.4738,19.8941,25.2821,24.0801,23.5373,22.9804,22.4541,21.9786,21.2422
1/3/2019,43.788,43.223,43.57,43.743,28.6428,20.9739,18.8506,17.36,16.3826,16.4812,20.7023,22.9768,20.5948,19.7231,19.0386,18.352,17.8064,17.6572,24.2671,20.7552,19.6504,18.8252,18.0301,17.5251,18.0815,24.0983,22.3015,21.5956,21.0432,20.4499,19.9059,19.4439,24.4836,23.2005,22.6445,22.1764,21.6824,21.2038,20.5464
4/3/2019,44.438,43.493,43.923,43.963,32.1261,23.4076,20.8725,19.2956,18.2082,18.4783,24.0092,23.9807,21.5578,20.6986,19.9522,19.2448,18.7416,18.6736,25.3,21.8815,20.8698,20.0279,19.2918,18.751,18.9854,25.0965,23.3106,22.6469,22.0859,21.4666,20.9834,20.4806,24.9817,23.67,23.1453,22.6932,22.0991,21.6429,20.9774
5/3/2019,44,43.635,43.985,43.883,32.3246,22.7642,19.7653,18.0377,17.0775,17.4613,23.9524,23.5332,20.9571,20.0427,19.2921,18.679,18.0635,18.0384,24.7021,21.2232,20.0546,19.3277,18.5251,17.9987,18.3038,24.6754,22.9568,22.257,21.6622,21.0429,20.536,20.0105,24.4843,23.2086,22.6587,22.2092,21.6091,21.132,20.4468
6/3/2019,43.873,43.485,43.668,43.63,34.3634,24.8664,21.7239,19.8225,18.6251,18.8869,25.8275,24.6327,21.9573,20.9451,20.2622,19.4551,18.8083,18.5399,25.8279,22.286,21.1007,20.27,19.4993,18.9039,18.9671,25.6792,23.8594,23.0841,22.4945,21.8743,21.2882,20.6304,25.2686,23.9037,23.3171,22.7257,22.1602,21.7096,20.9784
7/3/2019,43.61,43.005,43.468,43.125,37.5034,28.0074,24.4516,21.8262,19.7687,19.786,25.807,25.9105,23.3684,22.3043,21.3541,20.5367,19.853,19.2433,27.2436,23.935,22.7,21.6418,20.6487,19.9496,19.5791,26.359,24.6064,23.8271,23.0928,22.354,21.9563,21.6684,26.1727,24.8121,24.2686,23.6216,22.9783,22.4782,21.6329
8/3/2019,43.268,42.375,42.58,43.228,37.8454,27.7776,23.6886,20.7264,19.2251,19.4338,27.4072,25.9036,23.1951,22.1244,21.2269,20.4221,19.7007,19.0917,27.3406,23.802,22.4454,21.4052,20.4656,19.7815,19.5314,26.9428,24.9459,24.177,23.3683,22.6579,22.0302,21.2217,26.4808,25.0247,24.4573,23.8221,23.1749,22.6074,21.7649
11/3/2019,44.78,43.838,43.873,44.725,43.0276,29.4259,24.0417,21.415,20.9406,24.1104,31.8445,24.5784,21.7757,20.7903,20.123,19.3603,18.7885,18.6765,25.6425,22.1599,21.0886,20.2955,19.4726,18.8527,19.0425,25.9589,24.2375,23.4607,22.8747,22.2041,21.5613,21.0591,25.3217,23.94,23.3952,22.8402,22.2917,21.7629,20.9776
12/3/2019,45.668,44.843,45,45.228,46.4757,31.1989,24.7376,20.834,22.7542,27.7935,40.2569,24.1556,21.617,20.7277,19.9386,19.435,18.9009,19.2476,24.9822,21.8625,20.882,20.1191,19.591,19.1639,19.7886,25.748,24.1161,23.4228,22.8217,22.3236,21.764,21.2216,25.0363,23.7345,23.1946,22.6982,22.1219,21.6725,20.9849
13/3/2019,45.825,45.23,45.563,45.428,55.4455,34.2737,25.7502,21.1455,24.0797,31.7547,43.85,23.7137,20.992,20.121,19.421,18.824,18.405,18.6866,24.4347,21.2085,20.3256,19.5981,18.9678,18.5495,19.1764,25.8676,23.6673,22.9749,22.5695,22.0999,21.602,20.6896,24.6046,23.3967,22.8549,22.3647,21.8853,21.3746,20.7204
14/3/2019,46.025,45.64,45.975,45.933,49.4733,32.2709,26.6099,20.3979,27.0572,39.9384,45.6888,23.6924,21.0274,20.0898,19.3349,18.7518,18.4518,18.9644,24.2567,21.1714,20.2369,19.4515,18.8902,18.5633,19.3596,25.6905,24.2229,23.527,23.0319,22.5213,22.0891,21.6091,24.7801,23.5752,23.0723,22.5308,22.0385,21.6085,20.987
15/3/2019,46.833,45.935,46.213,46.53,36.094,25.3629,21.4505,19.5596,19.7959,22.1815,29.4414,23.9207,21.1875,20.3325,19.668,18.9974,18.7271,19.4528,24.4013,21.386,20.4888,19.7956,19.1296,18.902,19.8499,25.5566,24.0617,23.4499,22.9527,22.3774,21.976,21.6253,24.4238,23.1989,22.7162,22.3081,21.7748,21.3566,20.7744
18/3/2019,47.098,46.448,46.45,47.005,24.9939,22.0054,21.178,20.5732,20.066,19.8371,21.0642,26.644,25.1456,24.5697,24.0535,23.5472,23.1577,22.8259,24.9939,22.0054,21.178,20.5732,20.066,19.8371,21.0642,26.5708,25.0853,24.5143,23.9945,23.4882,23.1014,22.7619,25.0443,23.8336,23.3679,22.7679,22.2614,21.9324,21.427
19/3/2019,47.248,46.48,47.088,46.633,25.6659,22.7159,21.8338,21.2438,20.7845,20.3744,21.2878,27.0216,25.4957,24.9684,24.5413,24.1036,23.6567,23.3079,25.5786,22.7034,21.8352,21.2557,20.8265,20.4344,21.213,26.8668,25.3622,24.8419,24.4187,23.9702,23.5279,23.1724,25.2761,23.9958,23.5476,23.1649,22.6012,22.2069,21.7793
20/3/2019,47.373,46.183,46.558,47.04,26.215,22.9263,22.0115,21.2745,20.7503,20.4071,21.3707,27.1058,25.5844,24.9941,24.5035,24.0088,23.5876,23.2313,25.9824,22.8991,21.9948,21.2879,20.768,20.4445,21.1982,26.8657,25.378,24.8015,24.3023,23.8074,23.3921,23.0222,25.2457,23.9905,23.5081,22.9479,22.4516,22.076,21.6109
21/3/2019,49.083,47.453,47.505,48.773,26.8218,24.3984,23.8483,23.443,23.3473,23.5467,25.4249,28.2378,26.8088,26.3581,26.0629,25.8204,25.7022,25.7927,26.5629,24.3242,23.7972,23.3884,23.2148,23.3091,24.7915,27.8167,26.4464,26.0135,25.7233,25.443,25.3088,25.3572,25.6991,24.6326,24.291,24.0263,23.5468,23.3279,23.1524
22/3/2019,49.423,47.695,48.835,47.763,28.2672,26.0762,25.5833,25.1464,24.7607,24.7866,26.1225,29.4279,27.9405,27.4677,27.11,26.8671,26.6185,26.5425,27.9161,25.7728,25.1696,24.7885,24.5468,24.4636,25.4375,28.8772,27.4584,27.0129,26.6557,26.3769,26.1325,26.0261,26.6844,25.5513,25.2157,24.8641,24.4363,24.207,23.9699
25/3/2019,47.995,46.65,47.878,47.185,28.1356,25.4218,24.6417,24.1205,23.7445,23.6355,24.9264,29.4606,27.7692,27.1435,26.8273,26.401,26.0207,25.7927,27.7704,25.2436,24.4838,23.9488,23.6365,23.3457,24.028,28.5999,27.0552,26.4919,26.1206,25.7022,25.3476,25.0815,26.5074,25.3506,24.9471,24.4473,24.0499,23.7602,23.3948
26/3/2019,48.22,46.145,47.916,46.698,28.704,25.3231,24.2839,23.5621,22.9942,22.6807,23.3821,29.9185,28.178,27.5394,27.0082,26.5037,25.9988,25.6441,28.0711,25.2259,24.4622,23.6271,23.1103,22.8375,23.1427,28.9495,27.3514,26.768,26.2424,25.699,25.2592,24.8692,26.87,25.6192,25.1761,24.6799,24.067,23.7453,23.276
27/3/2019,47.44,46.638,47.188,47.118,28.5533,24.9442,23.8275,22.8894,22.3093,22.139,23.6494,29.8819,27.9794,27.3448,26.9132,26.4037,25.9553,25.6786,28.6163,25.8549,24.8367,24.0553,23.5978,23.3764,23.6078,28.7777,27.0974,26.5188,26.0716,25.5923,25.1753,24.8058,26.6687,25.4372,24.984,24.524,24.0984,23.7366,23.2151
28/3/2019,47.39,46.883,47.238,47.18,27.4964,23.7259,22.5021,21.6502,21.0571,20.9281,22.6073,29.2753,27.3618,26.7056,26.2511,25.6886,25.2513,24.9883,28.5271,25.7151,24.8073,24.0642,23.5505,23.1454,23.5089,28.1346,26.4702,25.8763,25.3806,24.8722,24.47,24.1302,26.1793,24.9601,24.4988,23.9759,23.5543,23.1974,22.7135
29/3/2019,47.52,47.135,47.458,47.488,27.4445,22.9027,21.5668,20.5536,19.7308,19.68,22.0444,28.8269,26.93,26.0993,25.6576,24.981,24.5193,24.2983,28.8454,26.0019,24.9978,24.1978,23.5334,23.0987,23.4561,27.6258,25.9372,25.2409,24.8008,24.1729,23.7699,23.4494,25.7739,24.4698,23.9828,23.5132,23.0191,22.6699,22.2019
1/4/2019,47.92,47.095,47.91,47.81,27.84,23.2865,21.6682,20.5592,19.9493,19.8658,22.1925,29.3259,27.3952,26.6334,25.9755,25.402,24.9482,24.5976,31.0244,28.2763,27.2787,26.5319,25.9978,25.4931,25.4686,27.6241,26.0042,25.3695,24.7626,24.1389,23.7382,23.3479,25.669,24.4248,23.9689,23.4715,22.8089,22.4559,21.997
2/4/2019,48.615,47.763,47.773,48.505,27.5162,22.2247,20.802,20.1765,19.6943,20.0403,22.8987,28.8859,27.0545,26.3388,25.9777,25.45,24.9272,24.6278,31.0914,28.5812,27.8546,27.1982,26.6863,26.1725,26.0392,27.1112,25.5422,24.9966,24.4721,23.9573,23.5507,23.2015,25.2602,24.0394,23.6575,23.0356,22.557,22.2362,21.7859
